 17859-sa        Tebo-ICT,  license #WeiChuang(CD)
R8107         8.8281    2.4820   90.0  A1   (T)  'R402H16', 'R402H16'
R8108         8.7240    3.8690  180.0  A1   (T)  'R402H16', 'R402H16'
R8109         8.7681    2.7260   90.0  A1   (T)  'R402H16', 'R402H16'
R8110         8.7541    3.6510   90.0  A1   (T)  'R402H16', 'R402H16'
R8111         8.8381    3.3400   90.0  A1   (T)  'R402H16', 'R402H16'
R8112         8.8031    3.0960    0.0  A1   (T)  'R402H16', 'R402H16'
R8113         8.7751    2.4510    0.0  A1   (T)  'R402H16', 'R402H16'
R8114         8.7451    2.4510    0.0  A1   (T)  'R402H16', 'R402H16'
R8115         8.7941    3.9400  180.0  A1   (T)  'R402H16', 'R402H16'
R8116         8.7641    3.9400  180.0  A1   (T)  'R402H16', 'R402H16'
R8529         4.7410    4.0710   90.0  A1   (T)  'R402H16', 'R402H16'
R8530         4.9130    3.8620  270.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8531         4.8210    3.7570    0.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8532         4.9010    3.8020  270.0  A1   (T)  'R402H15', 'R402H15'
R8533         4.9010    3.8320   90.0  A1   (T)  'R402H15', 'R402H15'
R8534         4.9820    3.8730    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8541         4.7000    4.0270   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8542         4.8410    3.8670   90.0  A1   (T)  'R402H15', 'R402H15'
R8543         4.9070    3.8670  270.0  A1   (T)  'R402H15', 'R402H15'
R8545         4.7780    3.9060    0.0  A1   (T)  'R402H15', 'R402H15'
R8546         4.6640    4.0740   90.0  A1   (T)  'R402H15', 'R402H15'
R8601         7.2620    3.9210   90.0  A1   (B)  'R603H22_B', 'R603H22_B'
R8602         7.2670    3.7280    0.0  A1   (B)  'R603H22_B', 'R603H22_B'
R8603         7.2331    3.7900   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8604         7.6240    2.1800   90.0  A1   (T)  'R402H16', 'R402H16'
R8607         7.7300    3.9900  135.0  A1   (B)  'R603H22_B', 'R603H22_B'
R8608         7.6150    3.9510   90.0  A1   (B)  'R603H22_B', 'R603H22_B'
R8609         7.4020    3.9150  270.0  A1   (B)  'R603H22_B', 'R603H22_B'
R8610         7.3780    3.7040  180.0  A1   (B)  'R603H22_B', 'R603H22_B'
R8611         7.2361    3.8800   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8629         7.1820    3.7570   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8634         7.1900    3.5610  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8635         6.5690    3.4720  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8637         7.1820    3.7270  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8638         7.2630    3.5440  270.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8640         6.7780    3.7920    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8641         6.6700    3.6700    0.0  A1   (B)  'R402H14_B', 'R402H14_B'
R8642         4.5750    4.0960  270.0  A1   (T)  'R402H14', 'R402H14'
R8643         6.8510    3.8460  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8644         7.0250    3.7950    0.0  A1   (B)  'R402H14_B', 'R402H14_B'
R8645         7.4110    2.4690   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R8646         7.4190    2.3020  270.0  A1   (B)  'R402H14_B', 'R402H14_B'
R8647         6.9640    3.9340  180.0  A1   (B)  'R402H14_B', 'R402H14_B'
R8648         6.6280    3.5030   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8649         6.6950    3.5180  180.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8650         6.6190    3.3520  270.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8651         6.5690    3.3810  180.0  A1   (B)  'R402H15_B', 'R402H15_B'
R8652         6.4300    3.4360  180.0  A1   (B)  'R402H15_B', 'R402H15_B'
R9110         8.4060    1.4120   90.0  A1   (T)  'R402H16', 'R402H16'
R9120         8.7840    1.2950   90.0  A1   (T)  'R402H16', 'R402H16'
R9121         8.7290    1.1070    0.0  A1   (T)  'R402H16', 'R402H16'
R9122         8.5830    1.4500  180.0  A1   (T)  'R402H16', 'R402H16'
R9130         8.3180    1.2770   90.0  A1   (T)  'R402H16', 'R402H16'
R9132         8.3210    1.1220   90.0  A1   (T)  'R402H16', 'R402H16'
R9133         8.2480    1.2170   90.0  A1   (T)  'R402H16', 'R402H16'
R9137         8.7840    1.2650  270.0  A1   (T)  'R402H16', 'R402H16'
R9138         8.2780    1.3390   90.0  A1   (T)  'R402H16', 'R402H16'
R9139         8.5520    1.4500  180.0  A1   (T)  'R402H16', 'R402H16'
R9140         8.3390    1.2470   90.0  A1   (T)  'R402H16', 'R402H16'
R9142         8.6130    1.4500  180.0  A1   (T)  'R402H16', 'R402H16'
R9143         8.8330    1.2350  270.0  A1   (T)  'R402H16', 'R402H16'
R9144         8.4840    1.4450   90.0  A1   (T)  'R402H16', 'R402H16'
R9148         8.3180    1.3080   90.0  A1   (T)  'R402H16', 'R402H16'
R9149         8.4840    1.4750  270.0  A1   (T)  'R402H16', 'R402H16'
R9150         8.4840    1.5050  270.0  A1   (T)  'R402H16', 'R402H16'
R9152         8.2990    1.4230  180.0  A1   (T)  'R402H16', 'R402H16'
R9153         8.3290    1.4230    0.0  A1   (T)  'R402H16', 'R402H16'
R9154         8.3110    1.3750  270.0  A1   (T)  'R402H15', 'R402H15'
R9218         4.3650    0.4520  180.0  A1   (B)  'R603H22_B', 'R603H22_B'
R9804         3.6630    4.0630    0.0  A1   (T)  'R402H16', 'R402H16'
R9805         3.6160    4.1140   90.0  A1   (T)  'R402H16', 'R402H16'
R9806         3.8490    3.9660   90.0  A1   (T)  'R402H16', 'R402H16'
R9992         4.1084    3.3960  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R9994         3.8794    3.4050  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R9995         3.8134    3.4050   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R9996         4.0410    3.3970   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
RN401         5.6900    3.3810    0.0  A1   (B)  'ARES2H16_B', 'ARES2H16_B'
RN403         5.5520    3.3650    0.0  A1   (B)  'ARES2H16_B', 'ARES2H16_B'
RN1201        3.4160    0.6780  180.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN1301        6.4520    0.6650  270.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN1601        6.2590    2.9840   90.0  A1   (T)  'ARES8-CN24-MUH20', 'ARES8-CN24-MUH20'
RN1602        5.7500    3.3810  180.0  A1   (B)  'SMD-ARES4H20_B', 'SMD-ARES4H20_B'
RN1703        5.0970    1.9550    0.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN1704        5.2440    1.8440    0.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN1801        5.1050    1.7600    0.0  A1   (T)  'SMD-ARES4H20', 'SMD-ARES4H20'
RN1806        5.4670    1.8000  180.0  A1   (T)  'ARES8-CN24-MUH20', 'ARES8-CN24-MUH20'
RN1807        5.8260    2.7450   90.0  A1   (B)  'ARES8-CN24-UH20', 'ARES8-CN24-UH20'
RN1810        7.3990    0.2090    0.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN1811        6.2390    2.7500    0.0  A1   (T)  'ARES2H16', 'ARES2H16'
RN1813        5.5200    1.9370    0.0  A1   (T)  'ARES8-CN24-MUH20', 'ARES8-CN24-MUH20'
RN2007        6.5330    2.9030    0.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN2008        6.4730    2.9030    0.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN2009        5.9260    2.7310   90.0  A1   (B)  'ARES2H18_B', 'ARES2H18_B'
RN2402        2.4930    1.4500   90.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN2403        1.5710    1.0870  270.0  A1   (T)  'ARES8-CN24-MUH20', 'ARES8-CN24-MUH20'
RN2404        1.5730    1.1820  270.0  A1   (T)  'ARES8-CN24-MUH20', 'ARES8-CN24-MUH20'
RN2405        2.6000    1.2650  270.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN2412        1.6700    1.9350  270.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN2413        1.5553    1.9528    0.0  A1   (T)  'ARES2H16', 'ARES2H16'
RN2414        1.6300    1.6850  270.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN2415        2.7210    1.6330   90.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN2416        2.3570    2.0090  180.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN2501        7.8850    1.3640    0.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN2602        2.9220    1.5640  180.0  A1   (T)  'ARES2H16', 'ARES2H16'
RN2603        9.2440    2.3950  270.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN2901        1.2100    0.6430   90.0  A1   (B)  'ARES2H16_B', 'ARES2H16_B'
RN4302        5.0530    0.3500    0.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN5502        2.2580    3.1300   90.0  A1   (B)  'ARES8-CN24H20_B', 'ARES8-CN24H20_B'
RN5503        2.4082    3.3696  180.0  A1   (B)  'SMD-ARES4H18_B', 'SMD-ARES4H18_B'
RN5504        2.1730    3.1350  180.0  A1   (B)  'SMD-ARES4H18_B', 'SMD-ARES4H18_B'
RN5701        1.2140    2.3380  270.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN5702        1.2310    2.4380  270.0  A1   (T)  'ARES2H16', 'ARES2H16'
RN5703        1.3450    2.0390    0.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN6401        9.0130    1.3760    0.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN6502        7.4590    0.2090    0.0  A1   (T)  'ARES2H16', 'ARES2H16'
RN6503        7.6230    0.3310    0.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN6504        7.6190    0.2580    0.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN7203        3.7290    4.0450  180.0  A1   (T)  'ARES8-CN24H20', 'ARES8-CN24H20'
RN7204        3.6180    3.6860    0.0  A1   (B)  'SMD-ARES4H16', 'SMD-ARES4H16'
RN7205        3.7310    3.5530  180.0  A1   (B)  'ARES8-CN24H22', 'ARES8-CN24H22'
RN7206        3.7890    3.6790   90.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN7701        8.3250    2.5450  315.0  A1   (B)  'ARES2H18_B', 'ARES2H18_B'
RN7901        7.6020    2.3560   90.0  A1   (T)  'SMD-ARES4H18', 'SMD-ARES4H18'
RN7904        8.0320    2.2690  180.0  A1   (B)  'ARES2H18_B', 'ARES2H18_B'
RN7905        7.9730    2.2690  180.0  A1   (B)  'ARES2H18_B', 'ARES2H18_B'
RN7910        7.9380    2.2710  180.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN7911        7.9980    2.2710    0.0  A1   (T)  'ARES2H18', 'ARES2H18'
RN7912        8.0680    2.2710    0.0  A1   (T)  'ARES2H18', 'ARES2H18'
C801          5.0850    2.9450  270.0  A1   (T)  'C402H22', 'C402H22'
C802          4.7410    3.3400    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
C803          4.9480    2.5700   90.0  A1   (T)  'C402H22', 'C402H22'
C804          3.7540    0.5940    0.0  A1   (T)  'C402H22', 'C402H22'
C805          5.2120    2.9680  270.0  A1   (T)  'C402H22', 'C402H22'
C806          5.1680    2.9820    0.0  A1   (T)  'C402H22', 'C402H22'
C1102         3.7860    2.9660  270.0  A1   (T)  'C402H22', 'C402H22'
C1103         4.1730    2.9960   90.0  A1   (T)  'C402H22', 'C402H22'
C1104         3.7860    2.9960  270.0  A1   (T)  'C402H22', 'C402H22'
C1105         3.9910    2.7140    0.0  A1   (T)  'C402H22', 'C402H22'
C1106         4.0210    2.7140    0.0  A1   (T)  'C402H22', 'C402H22'
C1107         3.8290    2.7250    0.0  A1   (T)  'C402H22', 'C402H22'
C1108         6.8400    2.0740    0.0  A1   (T)  'C402H22', 'C402H22'
C1109         6.7800    2.0740    0.0  A1   (T)  'C402H22', 'C402H22'
C1110         6.7500    2.0740    0.0  A1   (T)  'C402H22', 'C402H22'
C1111         6.8100    2.0740    0.0  A1   (T)  'C402H22', 'C402H22'
C1112         5.0320    2.8550  270.0  A1   (T)  'C603H40', 'C603H40'
C1113         6.2550    3.2490  270.0  A1   (T)  'C603H40', 'C603H40'
C1114         6.6870    2.0980   90.0  A1   (T)  'C402H22', 'C402H22'
C1115         5.0320    2.9050  270.0  A1   (T)  'C603H40', 'C603H40'
C1116         6.7040    2.1280   90.0  A1   (T)  'C402H22', 'C402H22'
C1117         6.7040    2.1580   90.0  A1   (T)  'C402H22', 'C402H22'
C1118         5.0320    2.8050  270.0  A1   (T)  'C603H40', 'C603H40'
C1119         6.3550    1.9640  270.0  A1   (T)  'C402H22', 'C402H22'
C1120         6.3610    2.0470  270.0  A1   (B)  'C603H36_B', 'C603H36_B'
C1121         6.3790    1.9940  270.0  A1   (T)  'C402H22', 'C402H22'
C1122         6.2270    2.5750    0.0  A1   (T)  'C603H40', 'C603H40'
C1123         6.2550    3.1990  270.0  A1   (T)  'C603H36', 'C603H36'
C1128         5.0270    4.0330   90.0  A1   (B)  'C603H40_B', 'C603H40_B'
C1129         4.8740    4.1220  270.0  A1   (B)  'C603H40_B', 'C603H40_B'
C1130         4.4110    1.6790    0.0  A1   (T)  'C603H40', 'C603H40'
C1131         4.6110    1.6790    0.0  A1   (T)  'C603H40', 'C603H40'
C1132         4.4610    1.6790    0.0  A1   (T)  'C603H40', 'C603H40'
C1133         6.8480    2.0700  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
C1134         6.7448    2.0698  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
C1135         6.7958    2.0698  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
C1136         4.5610    1.6790    0.0  A1   (T)  'C603H36', 'C603H36'
C1137         4.5110    1.6790    0.0  A1   (T)  'C603H36', 'C603H36'
C1138         4.6610    1.6790    0.0  A1   (T)  'C603H36', 'C603H36'
C1139         4.2702    1.6783    0.0  A1   (T)  'C402H22', 'C402H22'
C1140         4.2392    1.6783    0.0  A1   (T)  'C402H22', 'C402H22'
C1141         4.2090    1.6780    0.0  A1   (T)  'C402H22', 'C402H22'
C1142         4.3660    1.6780    0.0  A1   (T)  'C402H22', 'C402H22'
C1202         2.6830    0.9010   90.0  A1   (T)  'C603H36', 'C603H36'
C1203         2.6830    0.8510   90.0  A1   (T)  'C603H36', 'C603H36'
C1204         3.6400    0.9670    0.0  A1   (T)  'C603H36', 'C603H36'
C1205         3.1990    0.6600    0.0  A1   (T)  'C603H36', 'C603H36'
C1206         2.3850    0.6200    0.0  A1   (T)  'C603H36', 'C603H36'
C1207         4.5330    0.9700    0.0  A1   (T)  'C402H22', 'C402H22'
C1208         3.6910    0.9670    0.0  A1   (T)  'C603H36', 'C603H36'
C1209         3.1490    0.6600    0.0  A1   (T)  'C603H36', 'C603H36'
C1210         2.6830    0.8010   90.0  A1   (T)  'C603H36', 'C603H36'
C1211         4.4240    0.9680    0.0  A1   (T)  'C402H22', 'C402H22'
C1212         4.3940    0.9680    0.0  A1   (T)  'C402H22', 'C402H22'
C1213         4.5770    0.9840   90.0  A1   (T)  'C402H22', 'C402H22'
C1214         3.7660    0.8800    0.0  A1   (T)  'C402H22', 'C402H22'
C1215         2.8200    0.6700    0.0  A1   (T)  'C402H22', 'C402H22'
C1216         2.8750    0.6700    0.0  A1   (T)  'C402H22', 'C402H22'
C1217         3.9670    0.7370  180.0  A1   (T)  'C402H22', 'C402H22'
C1218         2.9350    0.6700    0.0  A1   (T)  'C402H22', 'C402H22'
C1219         1.9570    0.7380  180.0  A1   (T)  'C402H22', 'C402H22'
C1220         2.9900    0.6700    0.0  A1   (T)  'C402H22', 'C402H22'
C1221         2.2640    0.6150    0.0  A1   (T)  'C402H22', 'C402H22'
C1222         3.3150    0.6350   90.0  A1   (T)  'C402H22', 'C402H22'
C1223         4.2300    0.9700  270.0  A1   (T)  'C603H36', 'C603H36'
C1224         4.5080    0.7920   90.0  A1   (T)  'C402H22', 'C402H22'
C1225         4.3900    0.7630  270.0  A1   (T)  'C603H36', 'C603H36'
C1226         4.4030    0.7120  270.0  A1   (T)  'C402H22', 'C402H22'
C1227         4.5100    0.7220   90.0  A1   (T)  'C603H36', 'C603H36'
C1228         4.2470    0.9290  270.0  A1   (T)  'C402H22', 'C402H22'
C1229         3.3700    0.6770  180.0  A1   (T)  'C402H22', 'C402H22'
C1230         4.5080    0.8230   90.0  A1   (T)  'C402H22', 'C402H22'
C1231         4.4920    0.9660    0.0  A1   (T)  'C603H36', 'C603H36'
C1232         4.3640    0.9680    0.0  A1   (T)  'C402H22', 'C402H22'
C1233         4.5080    0.7620   90.0  A1   (T)  'C402H22', 'C402H22'
C1301         6.4750    0.6150   90.0  A1   (T)  'C402H22', 'C402H22'
C1303         4.9710    0.7020  180.0  A1   (T)  'C603H36', 'C603H36'
C1304         5.9970    1.0500  180.0  A1   (T)  'C603H36', 'C603H36'
C1305         5.5620    0.9880    0.0  A1   (T)  'C603H36', 'C603H36'
C1306         6.3850    1.0520  180.0  A1   (T)  'C603H36', 'C603H36'
C1307         6.5420    1.0520  180.0  A1   (T)  'C603H36', 'C603H36'
C1308         5.1940    0.9890    0.0  A1   (T)  'C603H36', 'C603H36'
C1309         6.0480    1.0500  180.0  A1   (T)  'C603H36', 'C603H36'
C1310         6.2290    1.0520  180.0  A1   (T)  'C603H36', 'C603H36'
C1311         7.5200    0.9800   90.0  A1   (T)  'C402H22', 'C402H22'
C1312         7.4150    1.0390  180.0  A1   (T)  'C402H22', 'C402H22'
C1313         7.3830    1.0390  180.0  A1   (T)  'C402H22', 'C402H22'
C1314         7.5200    0.9500   90.0  A1   (T)  'C402H22', 'C402H22'
C1315         5.8400    0.7100  180.0  A1   (T)  'C402H22', 'C402H22'
C1316         7.0700    0.6670    0.0  A1   (T)  'C402H22', 'C402H22'
C1317         6.5850    0.7420  180.0  A1   (T)  'C402H22', 'C402H22'
C1318         5.3890    0.7050  180.0  A1   (T)  'C402H22', 'C402H22'
C1319         6.6910    0.6740    0.0  A1   (T)  'C402H22', 'C402H22'
C1320         5.7430    0.6830  180.0  A1   (T)  'C402H22', 'C402H22'
C1321         5.7020    0.6830  180.0  A1   (T)  'C402H22', 'C402H22'
C1322         7.2500    1.0150  180.0  A1   (T)  'C402H22', 'C402H22'
C1323         6.4100    0.6150  270.0  A1   (T)  'C402H22', 'C402H22'
C1324         7.4190    0.7160  270.0  A1   (T)  'C603H36', 'C603H36'
C1325         7.4190    0.6660  270.0  A1   (T)  'C603H36', 'C603H36'
C1326         7.4060    0.7570  270.0  A1   (T)  'C402H22', 'C402H22'
C1327         7.4060    0.7870  270.0  A1   (T)  'C402H22', 'C402H22'
C1328         6.6610    0.6480  180.0  A1   (T)  'C402H22', 'C402H22'
C1329         6.5300    0.5800    0.0  A1   (T)  'C603H36', 'C603H36'
C1330         7.4470    1.0390  180.0  A1   (T)  'C402H22', 'C402H22'
C1331         7.5090    1.0210   90.0  A1   (T)  'C603H36', 'C603H36'
C1605         5.2724    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1606         5.2424    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1607         5.2124    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1608         5.1824    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1609         5.1524    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1610         5.1224    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1611         5.0924    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1612         5.0624    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1613         5.0324    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1614         5.0024    3.3910  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1701         5.7040    1.6520   90.0  A1   (T)  'C402H22', 'C402H22'
C1710         5.0860    1.5420   90.0  A1   (T)  'C603H36', 'C603H36'
C1711         4.9320    3.5610  180.0  A1   (T)  'C402H22', 'C402H22'
C1803         5.0020    1.9560   90.0  A1   (T)  'C402H22', 'C402H22'
C1804         4.8780    1.9560   90.0  A1   (T)  'C402H22', 'C402H22'
C1805         5.5410    1.5600   90.0  A1   (T)  'C402H22', 'C402H22'
C1806         5.5360    1.6460   90.0  A1   (T)  'C402H22', 'C402H22'
C1807         5.9410    2.9640    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
C1808         5.9410    3.0220  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
C2201         5.0560    2.7350  270.0  A1   (T)  'C402H22', 'C402H22'
C2202         5.3970    2.8230  180.0  A1   (T)  'C402H22', 'C402H22'
C2203         5.3380    2.7780  270.0  A1   (T)  'C402H22', 'C402H22'
C2204         5.3110    2.8220  180.0  A1   (T)  'C402H22', 'C402H22'
C2205         5.3660    2.8230  180.0  A1   (T)  'C402H22', 'C402H22'
C2206         6.2460    3.3200  270.0  A1   (T)  'C402H22', 'C402H22'
C2207         6.2460    3.2900  270.0  A1   (T)  'C402H22', 'C402H22'
C2208         5.2088    3.5602  180.0  A1   (T)  'C603H40', 'C603H40'
C2209         5.2558    3.5627  180.0  A1   (T)  'C402H22', 'C402H22'
C2210         5.6090    2.8110  270.0  A1   (T)  'C402H22', 'C402H22'
C2211         5.6110    2.6470  270.0  A1   (T)  'C402H22', 'C402H22'
C2212         6.3790    2.0240  270.0  A1   (T)  'C402H22', 'C402H22'
C2213         5.1918    2.5700   90.0  A1   (T)  'C402H22', 'C402H22'
C2214         5.1610    2.8390  270.0  A1   (T)  'C402H22', 'C402H22'
C2215         5.0560    2.7650  270.0  A1   (T)  'C402H22', 'C402H22'
C2216         5.3610    2.9260  180.0  A1   (T)  'C402H22', 'C402H22'
C2217         6.6870    2.0680   90.0  A1   (T)  'C402H22', 'C402H22'
C2218         5.5948    2.6058  270.0  A1   (T)  'C603H36', 'C603H36'
C2219         5.6154    3.0450  270.0  A1   (T)  'C402H22', 'C402H22'
C2220         5.3000    3.5580  180.0  A1   (T)  'C603H40', 'C603H40'
C2221         5.1320    2.7460  180.0  A1   (T)  'C402H22', 'C402H22'
C2222         5.1020    2.7460  180.0  A1   (T)  'C402H22', 'C402H22'
C2223         5.3910    2.8910    0.0  A1   (T)  'C402H22', 'C402H22'
C2224         5.1750    2.5400   90.0  A1   (T)  'C402H22', 'C402H22'
C2405         1.6267    1.3143  270.0  A1   (T)  'C402H22', 'C402H22'
C2406         1.7000    1.2650  270.0  A1   (T)  'C402H22', 'C402H22'
C2407         1.9620    1.2280   90.0  A1   (T)  'C402H22', 'C402H22'
C2408         2.0410    1.1340  270.0  A1   (T)  'C402H22', 'C402H22'
C2409         2.5990    1.7970    0.0  A1   (T)  'C402H22', 'C402H22'
C2410         2.4950    1.7400   90.0  A1   (T)  'C402H22', 'C402H22'
C2411         2.4480    1.3900    0.0  A1   (T)  'C402H22', 'C402H22'
